trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled
0000000000000000003f,0000000000000000008n,0000000000000000008n,0000000000000000003u,8,000000000000000001g8,1,1,1880
0000000000000000004r,000000000000000000lm,000000000000000000lm,000000000000000000fl,50,000000000000000000nf,0,0,843
0000000000000000002x,000000000000000000hf,000000000000000000hf,000000000000000000cs,41,000000000000000001vk,1,1,2432
0000000000000000000j,000000000000000000th,000000000000000000th,00000000000000000058,42,000000000000000002m6,0,0,3390
0000000000000000002r,000000000000000000l2,000000000000000000l2,00000000000000000053,25,000000000000000001sx,1,1,2337
0000000000000000002j,000000000000000000s0,000000000000000000s0,000000000000000000c0,52,000000000000000002vr,0,0,3735
00000000000000000047,000000000000000000hg,000000000000000000hg,0000000000000000003p,55,0000000000000000005v,1,1,211
0000000000000000004n,0000000000000000001g,0000000000000000001g,000000000000000000bz,21,000000000000000001vu,0,0,2442
0000000000000000000b,000000000000000000om,000000000000000000om,0000000000000000002z,40,0000000000000000032k,1,1,3980
0000000000000000006p,0000000000000000008z,0000000000000000008z,00000000000000000084,46,000000000000000003lf,0,0,4659
0000000000000000005w,000000000000000000s6,000000000000000000s6,000000000000000000ep,13,000000000000000003mc,1,1,4692
0000000000000000000y,000000000000000000oo,000000000000000000oo,000000000000000000bm,28,0000000000000000013o,0,0,1428
00000000000000000074,000000000000000000o6,000000000000000000o6,0000000000000000001c,11,0000000000000000038k,1,1,4196
0000000000000000006z,000000000000000000pu,000000000000000000pu,0000000000000000006n,7,000000000000000000f0,0,0,540
0000000000000000004k,0000000000000000006j,0000000000000000006j,0000000000000000004g,43,000000000000000001f3,1,1,1839
0000000000000000006c,0000000000000000008g,0000000000000000008g,0000000000000000003g,39,0000000000000000013r,0,0,1431
0000000000000000004z,000000000000000000r2,000000000000000000r2,0000000000000000005h,65,000000000000000003dh,1,1,4373
00000000000000000016,000000000000000000py,000000000000000000py,00000000000000000025,45,000000000000000001d2,0,0,1766
0000000000000000002b,000000000000000000r7,000000000000000000r7,0000000000000000007v,6,0000000000000000036k,1,1,4124
0000000000000000003w,000000000000000000fc,000000000000000000fc,00000000000000000087,36,000000000000000002fg,0,0,3148
0000000000000000003o,0000000000000000004o,0000000000000000004o,000000000000000000d7,44,000000000000000000ej,1,1,523
00000000000000000019,000000000000000000md,000000000000000000md,0000000000000000006q,4,000000000000000000n8,0,0,836
0000000000000000004h,0000000000000000006t,0000000000000000006t,0000000000000000006m,22,00000000000000000297,1,1,2923
00000000000000000046,000000000000000000l1,000000000000000000l1,0000000000000000003q,47,000000000000000001sy,0,0,2338
00000000000000000013,000000000000000000qn,000000000000000000qn,000000000000000000cp,20,00000000000000000287,1,1,2887
00000000000000000005,000000000000000000j3,000000000000000000j3,0000000000000000004y,33,0000000000000000005y,0,0,214
0000000000000000003m,000000000000000000e1,000000000000000000e1,00000000000000000075,23,0000000000000000020r,1,1,2619
0000000000000000002p,0000000000000000009b,0000000000000000009b,00000000000000000054,54,000000000000000003eo,0,0,4416
0000000000000000006j,0000000000000000004p,0000000000000000004p,0000000000000000007p,53,000000000000000000a2,1,1,362
0000000000000000001k,00000000000000000044,00000000000000000044,0000000000000000003v,62,0000000000000000011c,0,0,1344
00000000000000000076,00000000000000000041,00000000000000000041,0000000000000000003j,24,000000000000000000vu,1,1,1146
0000000000000000004i,0000000000000000004b,0000000000000000004b,0000000000000000007n,61,000000000000000001ig,0,0,1960
0000000000000000004w,000000000000000000hv,000000000000000000hv,0000000000000000002f,17,000000000000000000yy,1,1,1258
0000000000000000000i,000000000000000000rg,000000000000000000rg,0000000000000000006s,12,0000000000000000037x,0,0,4173
0000000000000000001o,000000000000000000a6,000000000000000000a6,00000000000000000082,35,000000000000000001st,1,1,2333
0000000000000000005k,0000000000000000009p,0000000000000000009p,000000000000000000d9,37,00000000000000000348,0,0,4040
0000000000000000004b,000000000000000000g1,000000000000000000g1,00000000000000000086,51,000000000000000002ml,1,1,3405
00000000000000000002,000000000000000000lx,000000000000000000lx,00000000000000000073,48,000000000000000000kz,0,0,755
0000000000000000001g,000000000000000000iw,000000000000000000iw,000000000000000000g0,27,000000000000000003hh,1,1,4517
00000000000000000066,0000000000000000002k,0000000000000000002k,000000000000000000db,63,0000000000000000022g,0,0,2680
0000000000000000001x,0000000000000000000s,0000000000000000000s,0000000000000000009m,31,000000000000000001z0,1,1,2556
0000000000000000006e,000000000000000000af,000000000000000000af,0000000000000000001h,9,000000000000000000jf,0,0,699
0000000000000000002m,000000000000000000f6,000000000000000000f6,000000000000000000a9,57,000000000000000000xp,1,1,1213
00000000000000000060,000000000000000000hs,000000000000000000hs,000000000000000000e9,18,00000000000000000166,0,0,1518
00000000000000000042,000000000000000000h3,000000000000000000h3,00000000000000000065,19,000000000000000000cu,1,1,462
0000000000000000005t,000000000000000000dd,000000000000000000dd,0000000000000000001s,26,0000000000000000011k,0,0,1352
0000000000000000000o,00000000000000000064,00000000000000000064,000000000000000000c7,14,000000000000000002by,1,1,3022
00000000000000000028,000000000000000000di,000000000000000000di,0000000000000000008r,32,000000000000000001pt,0,0,2225
0000000000000000001q,000000000000000000g7,000000000000000000g7,0000000000000000003a,16,000000000000000000ww,1,1,1184
0000000000000000003d,000000000000000000tn,000000000000000000tn,00000000000000000015,5,000000000000000000w8,0,0,1160
0000000000000000003b,0000000000000000001p,0000000000000000001p,0000000000000000001l,29,000000000000000002b3,1,1,2991
0000000000000000001v,000000000000000000ie,000000000000000000ie,000000000000000000d5,60,000000000000000003dz,0,0,4391
0000000000000000002h,0000000000000000008b,0000000000000000008b,0000000000000000005a,10,000000000000000003dq,1,1,4382
0000000000000000002k,0000000000000000002j,0000000000000000002j,00000000000000000089,64,000000000000000002de,0,0,3074
0000000000000000003e,000000000000000000np,000000000000000000np,000000000000000000eb,38,000000000000000000yg,1,1,1240
00000000000000000041,00000000000000000084,00000000000000000084,0000000000000000007l,58,000000000000000002ef,0,0,3111
00000000000000000043,000000000000000000mz,000000000000000000mz,0000000000000000000z,59,000000000000000002n3,1,1,3423
0000000000000000004t,000000000000000000t0,000000000000000000t0,000000000000000000cl,3,000000000000000001eh,0,0,1817
0000000000000000000w,0000000000000000009k,0000000000000000009k,000000000000000000dx,15,000000000000000000fd,1,1,553
0000000000000000001n,0000000000000000007u,0000000000000000007u,0000000000000000000x,56,0000000000000000020e,0,0,2606
0000000000000000002n,000000000000000000qk,000000000000000000qk,00000000000000000032,49,000000000000000002td,1,1,3649
0000000000000000001j,000000000000000000es,000000000000000000es,00000000000000000038,34,000000000000000002ja,0,0,3286
0000000000000000001m,000000000000000000gl,000000000000000000gl,000000000000000000aw,30,000000000000000002vx,1,1,3741
0000000000000000005g,00000000000000000029,00000000000000000029,0000000000000000002u,2,000000000000000000fp,0,0,565
0000000000000000001f,000000000000000000a7,000000000000000000a7,0000000000000000009g,8,000000000000000002k2,1,1,3314
0000000000000000004q,000000000000000000jv,000000000000000000jv,000000000000000000f2,50,0000000000000000037q,0,0,4166
0000000000000000006u,000000000000000000tb,000000000000000000tb,0000000000000000003h,41,000000000000000001bb,1,1,1703
0000000000000000003n,000000000000000000qu,000000000000000000qu,00000000000000000067,42,000000000000000000bb,0,0,407
0000000000000000001r,00000000000000000086,00000000000000000086,000000000000000000bb,25,00000000000000000333,1,1,3999
0000000000000000005u,000000000000000000gu,000000000000000000gu,000000000000000000do,52,000000000000000000lq,0,0,782
00000000000000000012,000000000000000000b6,000000000000000000b6,0000000000000000007a,55,0000000000000000006m,1,1,238
0000000000000000005i,000000000000000000tq,000000000000000000tq,000000000000000000ex,21,00000000000000000343,0,0,4035
0000000000000000002v,000000000000000000nn,000000000000000000nn,0000000000000000003i,40,000000000000000003j9,1,1,4581
00000000000000000007,0000000000000000004u,0000000000000000004u,0000000000000000006x,46,0000000000000000002i,0,0,90
00000000000000000052,00000000000000000077,00000000000000000077,000000000000000000bo,13,000000000000000002dd,1,1,3073
0000000000000000000m,000000000000000000qd,000000000000000000qd,000000000000000000av,28,000000000000000000wt,0,0,1181
00000000000000000069,00000000000000000056,00000000000000000056,00000000000000000024,11,0000000000000000029h,1,1,2933
0000000000000000001w,000000000000000000qv,000000000000000000qv,000000000000000000b0,7,0000000000000000029c,0,0,2928
0000000000000000005f,0000000000000000001b,0000000000000000001b,0000000000000000005q,43,00000000000000000215,1,1,2633
0000000000000000000p,000000000000000000o3,000000000000000000o3,0000000000000000008n,39,000000000000000003kx,0,0,4641
0000000000000000004p,000000000000000000mo,000000000000000000mo,0000000000000000000e,65,000000000000000002su,1,1,3630
0000000000000000006b,000000000000000000ep,000000000000000000ep,000000000000000000a4,45,0000000000000000033r,0,0,4023
0000000000000000002c,0000000000000000004h,0000000000000000004h,000000000000000000an,6,000000000000000003am,1,1,4270
0000000000000000004m,0000000000000000001d,0000000000000000001d,000000000000000000ft,36,000000000000000001cr,0,0,1755
00000000000000000061,000000000000000000ci,000000000000000000ci,0000000000000000005z,44,000000000000000002oj,1,1,3475
0000000000000000006r,000000000000000000pr,000000000000000000pr,000000000000000000f5,4,0000000000000000025k,0,0,2792
00000000000000000017,0000000000000000002t,0000000000000000002t,00000000000000000018,22,000000000000000003k8,1,1,4616
00000000000000000031,0000000000000000001v,0000000000000000001v,0000000000000000003r,47,000000000000000001nv,0,0,2155
0000000000000000000r,000000000000000000lc,000000000000000000lc,000000000000000000df,20,000000000000000001np,1,1,2149
0000000000000000002i,000000000000000000ki,000000000000000000ki,000000000000000000ci,33,000000000000000000kg,0,0,736
0000000000000000006d,000000000000000000qj,000000000000000000qj,000000000000000000dn,23,000000000000000002mc,1,1,3396
00000000000000000003,0000000000000000000t,0000000000000000000t,0000000000000000003s,54,00000000000000000068,0,0,224
00000000000000000026,000000000000000000of,000000000000000000of,000000000000000000e5,53,000000000000000002h5,1,1,3209
0000000000000000000a,0000000000000000000v,0000000000000000000v,00000000000000000039,62,0000000000000000023h,0,0,2717
00000000000000000078,0000000000000000007c,0000000000000000007c,0000000000000000000f,24,0000000000000000005b,1,1,191
0000000000000000005e,000000000000000000ap,000000000000000000ap,000000000000000000au,61,000000000000000000z2,0,0,1262
0000000000000000002t,000000000000000000ht,000000000000000000ht,0000000000000000001e,17,000000000000000003eh,1,1,4409
0000000000000000003x,00000000000000000093,00000000000000000093,00000000000000000083,12,00000000000000000203,0,0,2595
00000000000000000034,0000000000000000008s,0000000000000000008s,000000000000000000dz,35,000000000000000002bc,1,1,3000
00000000000000000011,000000000000000000qf,000000000000000000qf,000000000000000000e1,37,000000000000000003cp,0,0,4345
0000000000000000001z,0000000000000000003s,0000000000000000003s,0000000000000000000d,51,000000000000000003dc,1,1,4368
00000000000000000063,00000000000000000023,00000000000000000023,0000000000000000009e,48,000000000000000003dj,0,0,4375
00000000000000000027,000000000000000000ot,000000000000000000ot,000000000000000000cm,27,000000000000000003jn,1,1,4595
00000000000000000010,000000000000000000e7,000000000000000000e7,0000000000000000004o,63,000000000000000000pg,0,0,916
0000000000000000003c,0000000000000000003k,0000000000000000003k,00000000000000000098,31,0000000000000000033d,1,1,4009
0000000000000000002l,0000000000000000003f,0000000000000000003f,000000000000000000fk,9,000000000000000000bu,0,0,426
0000000000000000005n,000000000000000000gq,000000000000000000gq,000000000000000000c2,57,000000000000000001fy,1,1,1870
0000000000000000006h,00000000000000000018,00000000000000000018,00000000000000000055,18,00000000000000000071,0,0,253
00000000000000000004,0000000000000000009v,0000000000000000009v,000000000000000000fm,19,00000000000000000025,1,1,77
0000000000000000002w,000000000000000000pv,000000000000000000pv,000000000000000000di,26,000000000000000003i7,0,0,4543
0000000000000000003u,000000000000000000nu,000000000000000000nu,000000000000000000eo,14,000000000000000002er,1,1,3123
00000000000000000058,000000000000000000gb,000000000000000000gb,0000000000000000009v,32,0000000000000000036r,0,0,4131
00000000000000000053,00000000000000000092,00000000000000000092,00000000000000000045,16,000000000000000002qx,1,1,3561
0000000000000000003p,000000000000000000sj,000000000000000000sj,000000000000000000d1,5,000000000000000002c7,0,0,3031
0000000000000000002z,000000000000000000fb,000000000000000000fb,0000000000000000002e,29,000000000000000002q5,1,1,3533
0000000000000000001c,000000000000000000gd,000000000000000000gd,00000000000000000062,60,000000000000000002q1,0,0,3529
0000000000000000006n,000000000000000000ca,000000000000000000ca,0000000000000000001i,10,000000000000000003e2,1,1,4394
0000000000000000004g,000000000000000000bk,000000000000000000bk,000000000000000000az,64,0000000000000000034y,0,0,4066
0000000000000000003g,0000000000000000009t,0000000000000000009t,00000000000000000050,38,000000000000000002yw,1,1,3848
0000000000000000005h,000000000000000000ml,000000000000000000ml,000000000000000000cx,58,000000000000000001cw,0,0,1760
00000000000000000025,0000000000000000003z,0000000000000000003z,000000000000000000f1,59,000000000000000002wq,1,1,3770
0000000000000000006q,000000000000000000ek,000000000000000000ek,000000000000000000cq,3,000000000000000001r8,0,0,2276
0000000000000000006m,000000000000000000ov,000000000000000000ov,00000000000000000006,15,0000000000000000038h,1,1,4193
0000000000000000003q,000000000000000000nf,000000000000000000nf,0000000000000000004c,56,000000000000000001cy,0,0,1762
0000000000000000004y,0000000000000000005v,0000000000000000005v,0000000000000000000k,49,00000000000000000300,1,1,3888
00000000000000000075,000000000000000000f0,000000000000000000f0,000000000000000000eg,34,000000000000000003lk,0,0,4664
00000000000000000054,000000000000000000ej,000000000000000000ej,000000000000000000b7,30,0000000000000000033y,1,1,4030
0000000000000000003v,000000000000000000n8,000000000000000000n8,000000000000000000as,2,000000000000000003bf,0,0,4299
0000000000000000003j,0000000000000000005y,0000000000000000005y,0000000000000000004j,8,000000000000000002oa,1,1,3466
0000000000000000002f,000000000000000000a2,000000000000000000a2,0000000000000000005m,50,000000000000000003cy,0,0,4354
0000000000000000006s,000000000000000000kz,000000000000000000kz,0000000000000000005r,41,000000000000000003l9,1,1,4653
00000000000000000073,000000000000000000jf,000000000000000000jf,0000000000000000009d,42,000000000000000003ci,0,0,4338
0000000000000000001h,000000000000000000cu,000000000000000000cu,0000000000000000007u,25,0000000000000000000f,1,1,15
00000000000000000065,000000000000000000fd,000000000000000000fd,0000000000000000007h,52,000000000000000000ol,0,0,885
0000000000000000001s,000000000000000000fp,000000000000000000fp,00000000000000000068,55,000000000000000001ok,1,1,2180
0000000000000000003a,000000000000000000bb,000000000000000000bb,00000000000000000022,21,000000000000000002iy,0,0,3274
00000000000000000015,000000000000000000lq,000000000000000000lq,0000000000000000000n,40,000000000000000002c9,1,1,3033
0000000000000000001l,0000000000000000006m,0000000000000000006m,000000000000000000bh,46,000000000000000000dk,0,0,488
0000000000000000005a,0000000000000000002i,0000000000000000002i,0000000000000000003y,13,000000000000000000gt,1,1,605
0000000000000000000z,000000000000000000kg,000000000000000000kg,0000000000000000003t,28,000000000000000003hz,0,0,4535
0000000000000000000x,00000000000000000068,00000000000000000068,000000000000000000ev,11,000000000000000001qf,1,1,2247
00000000000000000032,0000000000000000005b,0000000000000000005b,000000000000000000c6,7,000000000000000001wy,0,0,2482
00000000000000000038,000000000000000000pg,000000000000000000pg,00000000000000000081,43,000000000000000002xl,1,1,3801
0000000000000000002u,000000000000000000bu,000000000000000000bu,000000000000000000cj,39,00000000000000000361,0,0,4105
0000000000000000003h,00000000000000000071,00000000000000000071,0000000000000000004e,65,000000000000000001kb,1,1,2027
00000000000000000067,00000000000000000025,00000000000000000025,00000000000000000020,45,000000000000000000t8,0,0,1052
0000000000000000003i,0000000000000000000f,0000000000000000000f,0000000000000000006o,6,000000000000000001ka,1,1,2026
0000000000000000006x,000000000000000000ol,000000000000000000ol,00000000000000000056,36,000000000000000000fq,0,0,566
00000000000000000024,000000000000000000dk,000000000000000000dk,000000000000000000ap,44,000000000000000002lp,1,1,3373
0000000000000000005q,000000000000000000gt,000000000000000000gt,000000000000000000ba,4,000000000000000002gy,0,0,3202
0000000000000000000e,000000000000000000t8,000000000000000000t8,000000000000000000cy,22,000000000000000002qi,1,1,3546
0000000000000000005z,000000000000000000fq,000000000000000000fq,00000000000000000008,47,000000000000000003h2,0,0,4502
00000000000000000018,000000000000000000dw,000000000000000000dw,0000000000000000005s,20,000000000000000000dw,1,1,500
0000000000000000003r,000000000000000000sm,000000000000000000sm,000000000000000000a3,33,000000000000000001ug,0,0,2392
0000000000000000003s,000000000000000000k8,000000000000000000k8,0000000000000000009x,23,000000000000000000sm,1,1,1030
00000000000000000039,0000000000000000001z,0000000000000000001z,0000000000000000005l,54,000000000000000000k8,0,0,728
0000000000000000000f,000000000000000000ms,000000000000000000ms,00000000000000000051,53,00000000000000000298,1,1,2924
0000000000000000001e,000000000000000000tu,000000000000000000tu,0000000000000000007f,62,000000000000000001ul,0,0,2397
0000000000000000000d,000000000000000000ph,000000000000000000ph,0000000000000000007o,24,0000000000000000010t,1,1,1325
0000000000000000004o,000000000000000000mb,000000000000000000mb,00000000000000000035,61,000000000000000001sw,0,0,2336
00000000000000000055,000000000000000000pt,000000000000000000pt,000000000000000000ag,17,000000000000000003hm,1,1,4522
00000000000000000045,000000000000000000i0,000000000000000000i0,000000000000000000a6,12,0000000000000000001z,0,0,71
0000000000000000002e,000000000000000000q9,000000000000000000q9,000000000000000000c3,35,0000000000000000038d,1,1,4189
00000000000000000062,000000000000000000qa,000000000000000000qa,0000000000000000005v,37,000000000000000001bi,0,0,1710
0000000000000000001i,000000000000000000k3,000000000000000000k3,000000000000000000c9,51,000000000000000000ms,1,1,820
00000000000000000050,000000000000000000gf,000000000000000000gf,000000000000000000a7,48,000000000000000001vd,0,0,2425
00000000000000000006,000000000000000000p6,000000000000000000p6,000000000000000000ct,27,000000000000000002ap,1,1,2977
0000000000000000004c,0000000000000000007x,0000000000000000007x,0000000000000000007e,63,000000000000000001od,0,0,2173
0000000000000000000k,0000000000000000004z,0000000000000000004z,0000000000000000005y,31,000000000000000000tu,1,1,1074
0000000000000000004j,000000000000000000fe,000000000000000000fe,000000000000000000ef,9,000000000000000002kc,0,0,3324
0000000000000000005m,000000000000000000ag,000000000000000000ag,000000000000000000ah,57,0000000000000000024g,1,1,2752
0000000000000000005r,000000000000000000iu,000000000000000000iu,0000000000000000001d,18,000000000000000001qo,0,0,2256
00000000000000000068,000000000000000000kr,000000000000000000kr,0000000000000000007d,19,000000000000000002bp,1,1,3013
00000000000000000022,000000000000000000m4,000000000000000000m4,000000000000000000f7,26,000000000000000000ph,0,0,917
0000000000000000000n,00000000000000000030,00000000000000000030,0000000000000000002o,14,00000000000000000350,1,1,4068
0000000000000000003y,000000000000000000sv,000000000000000000sv,000000000000000000da,32,000000000000000000mb,0,0,803
0000000000000000003t,000000000000000000aw,000000000000000000aw,0000000000000000008w,16,000000000000000002je,1,1,3290
0000000000000000004e,000000000000000000mg,000000000000000000mg,0000000000000000006w,5,0000000000000000032h,0,0,3977
00000000000000000020,000000000000000000ix,000000000000000000ix,000000000000000000ay,29,000000000000000003gi,1,1,4482
0000000000000000006o,00000000000000000047,00000000000000000047,0000000000000000004a,60,000000000000000003a8,0,0,4256
00000000000000000056,000000000000000000ew,000000000000000000ew,0000000000000000004x,10,000000000000000000pt,1,1,929
00000000000000000008,000000000000000000cd,000000000000000000cd,000000000000000000fq,64,00000000000000000184,0,0,1588
0000000000000000005s,0000000000000000006g,0000000000000000006g,0000000000000000005p,38,000000000000000002st,1,1,3629
0000000000000000005l,0000000000000000006w,0000000000000000006w,0000000000000000007x,58,00000000000000000324,0,0,3964
00000000000000000051,00000000000000000035,00000000000000000035,0000000000000000009n,59,000000000000000002v7,1,1,3715
00000000000000000035,000000000000000000mf,000000000000000000mf,000000000000000000dg,3,0000000000000000027r,0,0,2871
0000000000000000005v,0000000000000000000i,0000000000000000000i,000000000000000000d8,15,000000000000000000i0,1,1,648
0000000000000000005y,000000000000000000ti,000000000000000000ti,0000000000000000007g,56,00000000000000000369,0,0,4113
0000000000000000001d,000000000000000000k6,000000000000000000k6,000000000000000000fh,49,000000000000000001xf,1,1,2499
0000000000000000002o,000000000000000000nq,000000000000000000nq,0000000000000000009w,34,0000000000000000029k,0,0,2936
0000000000000000006w,0000000000000000009r,0000000000000000009r,0000000000000000004v,30,000000000000000002e9,1,1,3105
0000000000000000004a,000000000000000000jb,000000000000000000jb,000000000000000000ea,2,000000000000000002d9,0,0,3069
0000000000000000004x,000000000000000000r5,000000000000000000r5,0000000000000000006v,8,000000000000000000q9,1,1,945
0000000000000000005p,000000000000000000bz,000000000000000000bz,000000000000000000a8,50,000000000000000000qa,0,0,946
0000000000000000004v,000000000000000000ef,000000000000000000ef,000000000000000000dj,41,000000000000000000k3,1,1,723
0000000000000000006v,000000000000000000go,000000000000000000go,000000000000000000fe,42,00000000000000000211,0,0,2629
0000000000000000004l,000000000000000000o5,000000000000000000o5,0000000000000000007q,25,000000000000000002ur,1,1,3699
00000000000000000072,000000000000000000ob,000000000000000000ob,0000000000000000004l,52,000000000000000002mx,0,0,3417
0000000000000000004u,000000000000000000pj,000000000000000000pj,00000000000000000072,55,0000000000000000014n,1,1,1463
00000000000000000049,000000000000000000sg,000000000000000000sg,000000000000000000fa,21,000000000000000001tc,0,0,2352
0000000000000000003z,000000000000000000ae,000000000000000000ae,0000000000000000004u,40,00000000000000000182,1,1,1586
0000000000000000002y,000000000000000000rc,000000000000000000rc,000000000000000000dk,46,000000000000000002pj,0,0,3511
0000000000000000000h,0000000000000000009s,0000000000000000009s,00000000000000000049,13,000000000000000002i4,1,1,3244
0000000000000000003k,000000000000000000ky,000000000000000000ky,000000000000000000e6,28,000000000000000000z3,0,0,1263
00000000000000000059,000000000000000000me,000000000000000000me,0000000000000000003z,11,000000000000000003g4,1,1,4468
0000000000000000006k,00000000000000000003,00000000000000000003,0000000000000000002y,7,000000000000000002na,0,0,3430
0000000000000000002a,0000000000000000004x,0000000000000000004x,0000000000000000000h,43,000000000000000001py,1,1,2230
00000000000000000036,000000000000000000c4,000000000000000000c4,000000000000000000ca,39,00000000000000000153,0,0,1479
0000000000000000000l,0000000000000000003d,0000000000000000003d,000000000000000000ax,65,000000000000000002d3,1,1,3063
0000000000000000001y,000000000000000000p7,000000000000000000p7,0000000000000000003k,45,000000000000000000gf,0,0,591
0000000000000000001u,000000000000000000mt,000000000000000000mt,0000000000000000008d,6,0000000000000000035i,1,1,4086
00000000000000000064,000000000000000000rr,000000000000000000rr,00000000000000000059,36,000000000000000000p6,0,0,906
0000000000000000006g,0000000000000000002s,0000000000000000002s,0000000000000000006k,44,000000000000000002mz,1,1,3419
0000000000000000005o,0000000000000000005q,0000000000000000005q,0000000000000000002a,4,0000000000000000017x,0,0,1581
00000000000000000077,0000000000000000007d,0000000000000000007d,00000000000000000036,22,000000000000000002hc,1,1,3216
00000000000000000023,0000000000000000009i,0000000000000000009i,000000000000000000ak,47,000000000000000002o1,0,0,3457
0000000000000000006y,0000000000000000004k,0000000000000000004k,0000000000000000008l,20,000000000000000002y7,1,1,3823
00000000000000000071,000000000000000000dh,000000000000000000dh,0000000000000000000l,33,000000000000000003ma,0,0,4690
0000000000000000001t,000000000000000000ia,000000000000000000ia,000000000000000000f6,23,000000000000000003g9,1,1,4473
00000000000000000070,000000000000000000kn,000000000000000000kn,0000000000000000001y,54,000000000000000002vh,0,0,3725
00000000000000000048,000000000000000000h9,000000000000000000h9,0000000000000000009p,53,00000000000000000195,1,1,1625
0000000000000000000s,00000000000000000059,00000000000000000059,0000000000000000008p,62,00000000000000000226,0,0,2670
0000000000000000005j,000000000000000000j2,000000000000000000j2,0000000000000000001u,24,000000000000000001tq,1,1,2366
0000000000000000003l,000000000000000000ce,000000000000000000ce,00000000000000000064,61,0000000000000000007x,0,0,285
00000000000000000029,000000000000000000q2,000000000000000000q2,000000000000000000b1,17,0000000000000000012o,1,1,1392
0000000000000000002g,000000000000000000kp,000000000000000000kp,0000000000000000006g,12,000000000000000001lk,0,0,2072
0000000000000000005d,00000000000000000091,00000000000000000091,000000000000000000c5,35,000000000000000001o4,1,1,2164
00000000000000000009,000000000000000000eu,000000000000000000eu,0000000000000000007b,37,000000000000000002ih,0,0,3257
0000000000000000006i,0000000000000000001l,0000000000000000001l,0000000000000000005o,51,000000000000000001ke,1,1,2030
0000000000000000000u,000000000000000000ba,000000000000000000ba,00000000000000000077,48,0000000000000000015c,0,0,1488
0000000000000000002s,000000000000000000et,000000000000000000et,000000000000000000en,27,0000000000000000004z,1,1,179
00000000000000000001,000000000000000000c2,000000000000000000c2,00000000000000000023,63,000000000000000000fe,0,0,554
0000000000000000000q,000000000000000000mh,000000000000000000mh,0000000000000000006y,31,00000000000000000221,1,1,2665
00000000000000000033,000000000000000000l9,000000000000000000l9,000000000000000000ce,9,000000000000000000ag,0,0,376
00000000000000000037,000000000000000000n6,000000000000000000n6,000000000000000000dt,57,000000000000000001oa,1,1,2170
0000000000000000001b,000000000000000000k0,000000000000000000k0,0000000000000000009z,18,000000000000000000iu,0,0,678
0000000000000000005x,000000000000000000t6,000000000000000000t6,00000000000000000071,19,000000000000000002zw,1,1,3884
0000000000000000004s,000000000000000000ct,000000000000000000ct,000000000000000000ek,26,000000000000000000kr,0,0,747
0000000000000000006l,0000000000000000002h,0000000000000000002h,000000000000000000e3,14,0000000000000000034d,1,1,4045
00000000000000000030,000000000000000000kq,000000000000000000kq,0000000000000000001t,32,000000000000000000m4,0,0,796
0000000000000000005b,00000000000000000072,00000000000000000072,000000000000000000fd,16,000000000000000001rj,1,1,2287
00000000000000000021,000000000000000000pp,000000000000000000pp,00000000000000000070,5,000000000000000002ha,0,0,3214
0000000000000000000c,000000000000000000pw,000000000000000000pw,000000000000000000du,29,00000000000000000030,1,1,108
00000000000000000014,000000000000000000h4,000000000000000000h4,00000000000000000048,60,000000000000000002y9,0,0,3825
0000000000000000000v,000000000000000000l7,000000000000000000l7,000000000000000000bg,10,000000000000000003b5,1,1,4289
00000000000000000044,0000000000000000003v,0000000000000000003v,0000000000000000000s,64,0000000000000000027w,0,0,2876
0000000000000000004d,000000000000000000n2,000000000000000000n2,0000000000000000005j,38,000000000000000003d0,1,1,4356
0000000000000000001a,0000000000000000003c,0000000000000000003c,0000000000000000003l,58,00000000000000000213,0,0,2631
00000000000000000057,000000000000000000fz,000000000000000000fz,00000000000000000093,59,000000000000000001mi,1,1,2106
0000000000000000001p,0000000000000000004v,0000000000000000004v,000000000000000000by,3,0000000000000000037u,0,0,4170
0000000000000000006t,0000000000000000008u,0000000000000000008u,00000000000000000029,15,0000000000000000011h,1,1,1349
00000000000000000040,000000000000000000j1,000000000000000000j1,0000000000000000002g,56,000000000000000001zu,0,0,2586
0000000000000000006f,000000000000000000ar,000000000000000000ar,0000000000000000007i,49,000000000000000001wl,1,1,2469
0000000000000000000g,000000000000000000g6,000000000000000000g6,0000000000000000005d,34,000000000000000000sv,0,0,1039
0000000000000000006a,000000000000000000q7,000000000000000000q7,0000000000000000008j,30,000000000000000000yz,1,1,1259
0000000000000000000t,0000000000000000007z,0000000000000000007z,0000000000000000007k,2,0000000000000000039k,0,0,4232
0000000000000000004f,000000000000000000gh,000000000000000000gh,00000000000000000009,8,000000000000000000zs,1,1,1288
0000000000000000002q,000000000000000000fs,000000000000000000fs,0000000000000000006i,50,000000000000000000aw,0,0,392
0000000000000000002d,000000000000000000tp,000000000000000000tp,0000000000000000000u,41,000000000000000002ei,1,1,3114
0000000000000000005c,000000000000000000sa,000000000000000000sa,0000000000000000002s,42,000000000000000002s0,0,0,3600
0000000000000000003f,0000000000000000000k,0000000000000000000k,0000000000000000008f,25,000000000000000001ql,1,1,2253
0000000000000000004r,0000000000000000001h,0000000000000000001h,00000000000000000001,52,0000000000000000026s,0,0,2836
0000000000000000002x,000000000000000000ou,000000000000000000ou,0000000000000000000q,55,000000000000000001wk,1,1,2468
