route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color
000000000000000000hg,0000000000000000000p,000000000000000000hg,000000000000000000hg,000000000000000000hg,25,000000000000000000hg,000000000000000000hg,0000000000000000003u
00000000000000000054,0000000000000000000d,00000000000000000054,00000000000000000054,00000000000000000054,13,00000000000000000054,00000000000000000054,0000000000000000003p
0000000000000000007p,0000000000000000000v,0000000000000000007p,0000000000000000007p,0000000000000000007p,31,0000000000000000007p,0000000000000000007p,0000000000000000002z
0000000000000000003v,0000000000000000000f,0000000000000000003v,0000000000000000003v,0000000000000000003v,15,0000000000000000003v,0000000000000000003v,0000000000000000001c
000000000000000000gb,00000000000000000004,000000000000000000gb,000000000000000000gb,000000000000000000gb,4,000000000000000000gb,000000000000000000gb,0000000000000000003g
0000000000000000003j,0000000000000000000s,0000000000000000003j,0000000000000000003j,0000000000000000003j,28,0000000000000000003j,0000000000000000003j,00000000000000000025
0000000000000000007n,00000000000000000009,0000000000000000007n,0000000000000000007n,0000000000000000007n,9,0000000000000000007n,0000000000000000007n,0000000000000000003q
0000000000000000002f,00000000000000000011,0000000000000000002f,0000000000000000002f,0000000000000000002f,37,0000000000000000002f,0000000000000000002f,0000000000000000003v
0000000000000000006s,00000000000000000002,0000000000000000006s,0000000000000000006s,0000000000000000006s,2,0000000000000000006s,0000000000000000006s,0000000000000000003j
00000000000000000082,0000000000000000000e,00000000000000000082,00000000000000000082,00000000000000000082,14,00000000000000000082,00000000000000000082,0000000000000000002f
000000000000000000d9,0000000000000000001c,000000000000000000d9,000000000000000000d9,000000000000000000d9,48,000000000000000000d9,000000000000000000d9,0000000000000000001h
00000000000000000086,0000000000000000000x,00000000000000000086,00000000000000000086,00000000000000000086,33,00000000000000000086,00000000000000000086,0000000000000000001s
000000000000000000g5,0000000000000000000t,000000000000000000g5,000000000000000000g5,000000000000000000g5,29,000000000000000000g5,000000000000000000g5,0000000000000000003a
00000000000000000073,00000000000000000001,00000000000000000073,00000000000000000073,00000000000000000073,1,00000000000000000073,00000000000000000073,00000000000000000015
000000000000000000g0,00000000000000000007,000000000000000000g0,000000000000000000g0,000000000000000000g0,7,000000000000000000g0,000000000000000000g0,0000000000000000001l
000000000000000000db,0000000000000000001d,000000000000000000db,000000000000000000db,000000000000000000db,49,000000000000000000db,000000000000000000db,0000000000000000000z
0000000000000000009m,00000000000000000014,0000000000000000009m,0000000000000000009m,0000000000000000009m,40,0000000000000000009m,0000000000000000009m,0000000000000000000x
0000000000000000001h,00000000000000000015,0000000000000000001h,0000000000000000001h,0000000000000000001h,41,0000000000000000001h,0000000000000000001h,00000000000000000032
000000000000000000a9,0000000000000000000o,000000000000000000a9,000000000000000000a9,000000000000000000a9,24,000000000000000000a9,000000000000000000a9,00000000000000000038
000000000000000000e9,0000000000000000000k,000000000000000000e9,000000000000000000e9,000000000000000000e9,20,000000000000000000e9,000000000000000000e9,0000000000000000002u
00000000000000000065,00000000000000000013,00000000000000000065,00000000000000000065,00000000000000000065,39,00000000000000000065,00000000000000000065,0000000000000000003h
0000000000000000001s,00000000000000000019,0000000000000000001s,0000000000000000001s,0000000000000000001s,45,0000000000000000001s,0000000000000000001s,0000000000000000003i
000000000000000000gn,0000000000000000000c,000000000000000000gn,000000000000000000gn,000000000000000000gn,12,000000000000000000gn,000000000000000000gn,00000000000000000024
000000000000000000c7,0000000000000000000r,000000000000000000c7,000000000000000000c7,000000000000000000c7,27,000000000000000000c7,000000000000000000c7,0000000000000000000e
0000000000000000008r,0000000000000000000a,0000000000000000008r,0000000000000000008r,0000000000000000008r,10,0000000000000000008r,0000000000000000008r,00000000000000000018
0000000000000000003a,00000000000000000006,0000000000000000003a,0000000000000000003a,0000000000000000003a,6,0000000000000000003a,0000000000000000003a,0000000000000000003r
00000000000000000015,00000000000000000016,00000000000000000015,00000000000000000015,00000000000000000015,42,00000000000000000015,00000000000000000015,0000000000000000003s
0000000000000000001l,00000000000000000012,0000000000000000001l,0000000000000000001l,0000000000000000001l,38,0000000000000000001l,0000000000000000001l,00000000000000000039
000000000000000000d5,00000000000000000018,000000000000000000d5,000000000000000000d5,000000000000000000d5,44,000000000000000000d5,000000000000000000d5,0000000000000000000f
0000000000000000005a,00000000000000000005,0000000000000000005a,0000000000000000005a,0000000000000000005a,5,0000000000000000005a,0000000000000000005a,0000000000000000001e
00000000000000000089,0000000000000000000z,00000000000000000089,00000000000000000089,00000000000000000089,35,00000000000000000089,00000000000000000089,0000000000000000000d
000000000000000000eb,00000000000000000017,000000000000000000eb,000000000000000000eb,000000000000000000eb,43,000000000000000000eb,000000000000000000eb,00000000000000000045
0000000000000000007l,00000000000000000003,0000000000000000007l,0000000000000000007l,0000000000000000007l,3,0000000000000000007l,0000000000000000007l,0000000000000000002e
0000000000000000000z,0000000000000000000l,0000000000000000000z,0000000000000000000z,0000000000000000000z,21,0000000000000000000z,0000000000000000000z,0000000000000000001i
000000000000000000cl,0000000000000000001a,000000000000000000cl,000000000000000000cl,000000000000000000cl,46,000000000000000000cl,000000000000000000cl,00000000000000000006
000000000000000000dx,0000000000000000000j,000000000000000000dx,000000000000000000dx,000000000000000000dx,19,000000000000000000dx,000000000000000000dx,0000000000000000000k
0000000000000000000x,0000000000000000000w,0000000000000000000x,0000000000000000000x,0000000000000000000x,32,0000000000000000000x,0000000000000000000x,00000000000000000022
00000000000000000032,0000000000000000000m,00000000000000000032,00000000000000000032,00000000000000000032,22,00000000000000000032,00000000000000000032,0000000000000000000n
00000000000000000038,0000000000000000000n,00000000000000000038,00000000000000000038,00000000000000000038,23,00000000000000000038,00000000000000000038,0000000000000000003y
000000000000000000ho,0000000000000000000g,000000000000000000ho,000000000000000000ho,000000000000000000ho,16,000000000000000000ho,000000000000000000ho,0000000000000000003t
000000000000000000aw,0000000000000000000b,000000000000000000aw,000000000000000000aw,000000000000000000aw,11,000000000000000000aw,000000000000000000aw,00000000000000000020
0000000000000000002u,0000000000000000000y,0000000000000000002u,0000000000000000002u,0000000000000000002u,34,0000000000000000002u,0000000000000000002u,00000000000000000008
000000000000000000hm,00000000000000000010,000000000000000000hm,000000000000000000hm,000000000000000000hm,36,000000000000000000hm,000000000000000000hm,00000000000000000035
0000000000000000009g,0000000000000000001e,0000000000000000009g,0000000000000000009g,0000000000000000009g,50,0000000000000000009g,0000000000000000009g,0000000000000000001d
000000000000000000f2,0000000000000000001b,000000000000000000f2,000000000000000000f2,000000000000000000f2,47,000000000000000000f2,000000000000000000f2,0000000000000000002o
0000000000000000003h,0000000000000000000q,0000000000000000003h,0000000000000000003h,0000000000000000003h,26,0000000000000000003h,0000000000000000003h,0000000000000000003z
00000000000000000067,0000000000000000000u,00000000000000000067,00000000000000000067,00000000000000000067,30,00000000000000000067,00000000000000000067,0000000000000000002y
000000000000000000bb,00000000000000000008,000000000000000000bb,000000000000000000bb,000000000000000000bb,8,000000000000000000bb,000000000000000000bb,0000000000000000000h
000000000000000000do,0000000000000000000h,000000000000000000do,000000000000000000do,000000000000000000do,17,000000000000000000do,000000000000000000do,0000000000000000003k
000000000000000000hj,0000000000000000000i,000000000000000000hj,000000000000000000hj,000000000000000000hj,18,000000000000000000hj,000000000000000000hj,0000000000000000002a
0000000000000000007a,0000000000000000000p,0000000000000000007a,0000000000000000007a,0000000000000000007a,25,0000000000000000007a,0000000000000000007a,00000000000000000036
000000000000000000ex,0000000000000000000d,000000000000000000ex,000000000000000000ex,000000000000000000ex,13,000000000000000000ex,000000000000000000ex,0000000000000000000l
0000000000000000003i,0000000000000000000v,0000000000000000003i,0000000000000000003i,0000000000000000003i,31,0000000000000000003i,0000000000000000003i,0000000000000000001y
0000000000000000006x,0000000000000000000f,0000000000000000006x,0000000000000000006x,0000000000000000006x,15,0000000000000000006x,0000000000000000006x,0000000000000000001u
000000000000000000bo,00000000000000000004,000000000000000000bo,000000000000000000bo,000000000000000000bo,4,000000000000000000bo,000000000000000000bo,00000000000000000023
000000000000000000av,0000000000000000000s,000000000000000000av,000000000000000000av,000000000000000000av,28,000000000000000000av,000000000000000000av,0000000000000000001t
00000000000000000024,00000000000000000009,00000000000000000024,00000000000000000024,00000000000000000024,9,00000000000000000024,00000000000000000024,0000000000000000000s
000000000000000000b0,00000000000000000011,000000000000000000b0,000000000000000000b0,000000000000000000b0,37,000000000000000000b0,000000000000000000b0,0000000000000000003l
0000000000000000005q,00000000000000000002,0000000000000000005q,0000000000000000005q,0000000000000000005q,2,0000000000000000005q,0000000000000000005q,00000000000000000029
0000000000000000008n,0000000000000000000e,0000000000000000008n,0000000000000000008n,0000000000000000008n,14,0000000000000000008n,0000000000000000008n,0000000000000000002g
0000000000000000000e,0000000000000000001c,0000000000000000000e,0000000000000000000e,0000000000000000000e,48,0000000000000000000e,0000000000000000000e,00000000000000000009
000000000000000000a4,0000000000000000000x,000000000000000000a4,000000000000000000a4,000000000000000000a4,33,000000000000000000a4,000000000000000000a4,0000000000000000000u
000000000000000000an,0000000000000000000t,000000000000000000an,000000000000000000an,000000000000000000an,29,000000000000000000an,000000000000000000an,0000000000000000002s
000000000000000000gs,00000000000000000001,000000000000000000gs,000000000000000000gs,000000000000000000gs,1,000000000000000000gs,000000000000000000gs,00000000000000000001
000000000000000000ft,00000000000000000007,000000000000000000ft,000000000000000000ft,000000000000000000ft,7,000000000000000000ft,000000000000000000ft,0000000000000000000q
0000000000000000005z,0000000000000000001d,0000000000000000005z,0000000000000000005z,0000000000000000005z,49,0000000000000000005z,0000000000000000005z,00000000000000000033
000000000000000000f5,00000000000000000014,000000000000000000f5,000000000000000000f5,000000000000000000f5,40,000000000000000000f5,000000000000000000f5,00000000000000000037
00000000000000000018,00000000000000000015,00000000000000000018,00000000000000000018,00000000000000000018,41,00000000000000000018,00000000000000000018,0000000000000000001b
0000000000000000003r,0000000000000000000o,0000000000000000003r,0000000000000000003r,0000000000000000003r,24,0000000000000000003r,0000000000000000003r,00000000000000000030
000000000000000000df,0000000000000000000k,000000000000000000df,000000000000000000df,000000000000000000df,20,000000000000000000df,000000000000000000df,00000000000000000021
000000000000000000ci,00000000000000000013,000000000000000000ci,000000000000000000ci,000000000000000000ci,39,000000000000000000ci,000000000000000000ci,0000000000000000000c
000000000000000000gp,00000000000000000019,000000000000000000gp,000000000000000000gp,000000000000000000gp,45,000000000000000000gp,000000000000000000gp,00000000000000000014
000000000000000000dn,0000000000000000000c,000000000000000000dn,000000000000000000dn,000000000000000000dn,12,000000000000000000dn,000000000000000000dn,0000000000000000000v
0000000000000000003s,0000000000000000000r,0000000000000000003s,0000000000000000003s,0000000000000000003s,27,0000000000000000003s,0000000000000000003s,00000000000000000044
000000000000000000e5,0000000000000000000a,000000000000000000e5,000000000000000000e5,000000000000000000e5,10,000000000000000000e5,000000000000000000e5,0000000000000000001a
00000000000000000039,00000000000000000006,00000000000000000039,00000000000000000039,00000000000000000039,6,00000000000000000039,00000000000000000039,0000000000000000001p
0000000000000000000f,00000000000000000016,0000000000000000000f,0000000000000000000f,0000000000000000000f,42,0000000000000000000f,0000000000000000000f,00000000000000000040
000000000000000000au,00000000000000000012,000000000000000000au,000000000000000000au,000000000000000000au,38,000000000000000000au,000000000000000000au,0000000000000000000g
0000000000000000001e,00000000000000000018,0000000000000000001e,0000000000000000001e,0000000000000000001e,44,0000000000000000001e,0000000000000000001e,0000000000000000000t
00000000000000000083,00000000000000000005,00000000000000000083,00000000000000000083,00000000000000000083,5,00000000000000000083,00000000000000000083,0000000000000000002q
000000000000000000dz,0000000000000000000z,000000000000000000dz,000000000000000000dz,000000000000000000dz,35,000000000000000000dz,000000000000000000dz,0000000000000000002d
000000000000000000e1,00000000000000000017,000000000000000000e1,000000000000000000e1,000000000000000000e1,43,000000000000000000e1,000000000000000000e1,0000000000000000003f
0000000000000000000d,00000000000000000003,0000000000000000000d,0000000000000000000d,0000000000000000000d,3,0000000000000000000d,0000000000000000000d,0000000000000000002x
0000000000000000009e,0000000000000000000l,0000000000000000009e,0000000000000000009e,0000000000000000009e,21,0000000000000000009e,0000000000000000009e,0000000000000000000j
000000000000000000cm,0000000000000000001a,000000000000000000cm,000000000000000000cm,000000000000000000cm,46,000000000000000000cm,000000000000000000cm,0000000000000000002r
0000000000000000004o,0000000000000000000j,0000000000000000004o,0000000000000000004o,0000000000000000004o,19,0000000000000000004o,0000000000000000004o,0000000000000000002j
00000000000000000098,0000000000000000000w,00000000000000000098,00000000000000000098,00000000000000000098,32,00000000000000000098,00000000000000000098,0000000000000000000b
000000000000000000fk,0000000000000000000m,000000000000000000fk,000000000000000000fk,000000000000000000fk,22,000000000000000000fk,000000000000000000fk,0000000000000000000y
000000000000000000c2,0000000000000000000n,000000000000000000c2,000000000000000000c2,000000000000000000c2,23,000000000000000000c2,000000000000000000c2,00000000000000000016
00000000000000000055,0000000000000000000g,00000000000000000055,00000000000000000055,00000000000000000055,16,00000000000000000055,00000000000000000055,0000000000000000002b
000000000000000000fm,0000000000000000000b,000000000000000000fm,000000000000000000fm,000000000000000000fm,11,000000000000000000fm,000000000000000000fm,0000000000000000003w
000000000000000000di,0000000000000000000y,000000000000000000di,000000000000000000di,000000000000000000di,34,000000000000000000di,000000000000000000di,0000000000000000003o
000000000000000000eo,00000000000000000010,000000000000000000eo,000000000000000000eo,000000000000000000eo,36,000000000000000000eo,000000000000000000eo,00000000000000000019
000000000000000000gz,0000000000000000001e,000000000000000000gz,000000000000000000gz,000000000000000000gz,50,000000000000000000gz,000000000000000000gz,00000000000000000046
0000000000000000009v,0000000000000000001b,0000000000000000009v,0000000000000000009v,0000000000000000009v,47,0000000000000000009v,0000000000000000009v,00000000000000000013
00000000000000000045,0000000000000000000q,00000000000000000045,00000000000000000045,00000000000000000045,26,00000000000000000045,00000000000000000045,00000000000000000005
000000000000000000d1,0000000000000000000u,000000000000000000d1,000000000000000000d1,000000000000000000d1,30,000000000000000000d1,000000000000000000d1,0000000000000000003m
0000000000000000002e,00000000000000000008,0000000000000000002e,0000000000000000002e,0000000000000000002e,8,0000000000000000002e,0000000000000000002e,0000000000000000002p
00000000000000000062,0000000000000000000h,00000000000000000062,00000000000000000062,00000000000000000062,17,00000000000000000062,00000000000000000062,0000000000000000001k
000000000000000000hb,0000000000000000000i,000000000000000000hb,000000000000000000hb,000000000000000000hb,18,000000000000000000hb,000000000000000000hb,0000000000000000000i
0000000000000000001i,0000000000000000000p,0000000000000000001i,0000000000000000001i,0000000000000000001i,25,0000000000000000001i,0000000000000000001i,0000000000000000001o
000000000000000000az,0000000000000000000d,000000000000000000az,000000000000000000az,000000000000000000az,13,000000000000000000az,000000000000000000az,00000000000000000002
00000000000000000050,0000000000000000000v,00000000000000000050,00000000000000000050,00000000000000000050,31,00000000000000000050,00000000000000000050,0000000000000000001g
000000000000000000hw,0000000000000000000f,000000000000000000hw,000000000000000000hw,000000000000000000hw,15,000000000000000000hw,000000000000000000hw,0000000000000000001x
000000000000000000go,00000000000000000004,000000000000000000go,000000000000000000go,000000000000000000go,4,000000000000000000go,000000000000000000go,0000000000000000002m
000000000000000000cx,0000000000000000000s,000000000000000000cx,000000000000000000cx,000000000000000000cx,28,000000000000000000cx,000000000000000000cx,00000000000000000042
000000000000000000f1,00000000000000000009,000000000000000000f1,000000000000000000f1,000000000000000000f1,9,000000000000000000f1,000000000000000000f1,0000000000000000000o
000000000000000000cq,00000000000000000011,000000000000000000cq,000000000000000000cq,000000000000000000cq,37,000000000000000000cq,000000000000000000cq,00000000000000000028
00000000000000000006,00000000000000000002,00000000000000000006,00000000000000000006,00000000000000000006,2,00000000000000000006,00000000000000000006,0000000000000000001q
0000000000000000004c,0000000000000000000e,0000000000000000004c,0000000000000000004c,0000000000000000004c,14,0000000000000000004c,0000000000000000004c,0000000000000000003d
0000000000000000000k,0000000000000000001c,0000000000000000000k,0000000000000000000k,0000000000000000000k,48,0000000000000000000k,0000000000000000000k,0000000000000000003b
000000000000000000eg,0000000000000000000x,000000000000000000eg,000000000000000000eg,000000000000000000eg,33,000000000000000000eg,000000000000000000eg,0000000000000000001v
000000000000000000b7,0000000000000000000t,000000000000000000b7,000000000000000000b7,000000000000000000b7,29,000000000000000000b7,000000000000000000b7,0000000000000000002h
000000000000000000as,00000000000000000001,000000000000000000as,000000000000000000as,000000000000000000as,1,000000000000000000as,000000000000000000as,0000000000000000002k
0000000000000000004j,00000000000000000007,0000000000000000004j,0000000000000000004j,0000000000000000004j,7,0000000000000000004j,0000000000000000004j,0000000000000000003e
0000000000000000005m,0000000000000000001d,0000000000000000005m,0000000000000000005m,0000000000000000005m,49,0000000000000000005m,0000000000000000005m,00000000000000000041
0000000000000000005r,00000000000000000014,0000000000000000005r,0000000000000000005r,0000000000000000005r,40,0000000000000000005r,0000000000000000005r,00000000000000000043
0000000000000000009d,00000000000000000015,0000000000000000009d,0000000000000000009d,0000000000000000009d,41,0000000000000000009d,0000000000000000009d,0000000000000000000w
0000000000000000007u,0000000000000000000o,0000000000000000007u,0000000000000000007u,0000000000000000007u,24,0000000000000000007u,0000000000000000007u,0000000000000000001n
0000000000000000007h,0000000000000000000k,0000000000000000007h,0000000000000000007h,0000000000000000007h,20,0000000000000000007h,0000000000000000007h,0000000000000000002n
00000000000000000068,00000000000000000013,00000000000000000068,00000000000000000068,00000000000000000068,39,00000000000000000068,00000000000000000068,0000000000000000001j
00000000000000000022,00000000000000000019,00000000000000000022,00000000000000000022,00000000000000000022,45,00000000000000000022,00000000000000000022,0000000000000000001m
000000000000000000g7,0000000000000000000c,000000000000000000g7,000000000000000000g7,000000000000000000g7,12,000000000000000000g7,000000000000000000g7,0000000000000000001f
0000000000000000000n,0000000000000000000r,0000000000000000000n,0000000000000000000n,0000000000000000000n,27,0000000000000000000n,0000000000000000000n,0000000000000000003n
000000000000000000gm,0000000000000000000a,000000000000000000gm,000000000000000000gm,000000000000000000gm,10,000000000000000000gm,000000000000000000gm,0000000000000000001r
000000000000000000bh,00000000000000000006,000000000000000000bh,000000000000000000bh,000000000000000000bh,6,000000000000000000bh,000000000000000000bh,00000000000000000012
000000000000000000i0,00000000000000000016,000000000000000000i0,000000000000000000i0,000000000000000000i0,42,000000000000000000i0,000000000000000000i0,0000000000000000002v
0000000000000000003y,00000000000000000012,0000000000000000003y,0000000000000000003y,0000000000000000003y,38,0000000000000000003y,0000000000000000003y,00000000000000000007
0000000000000000003t,00000000000000000018,0000000000000000003t,0000000000000000003t,0000000000000000003t,44,0000000000000000003t,0000000000000000003t,0000000000000000000m
000000000000000000ev,00000000000000000005,000000000000000000ev,000000000000000000ev,000000000000000000ev,5,000000000000000000ev,000000000000000000ev,0000000000000000001w
000000000000000000c6,0000000000000000000z,000000000000000000c6,000000000000000000c6,000000000000000000c6,35,000000000000000000c6,000000000000000000c6,0000000000000000000p
00000000000000000081,00000000000000000017,00000000000000000081,00000000000000000081,00000000000000000081,43,00000000000000000081,00000000000000000081,0000000000000000002c
000000000000000000cj,00000000000000000003,000000000000000000cj,000000000000000000cj,000000000000000000cj,3,000000000000000000cj,000000000000000000cj,00000000000000000017
000000000000000000hf,0000000000000000000l,000000000000000000hf,000000000000000000hf,000000000000000000hf,21,000000000000000000hf,000000000000000000hf,00000000000000000031
0000000000000000004e,0000000000000000001a,0000000000000000004e,0000000000000000004e,0000000000000000004e,46,0000000000000000004e,0000000000000000004e,0000000000000000000r
00000000000000000020,0000000000000000000j,00000000000000000020,00000000000000000020,00000000000000000020,19,00000000000000000020,00000000000000000020,0000000000000000002i
0000000000000000006o,0000000000000000000w,0000000000000000006o,0000000000000000006o,0000000000000000006o,32,0000000000000000006o,0000000000000000006o,00000000000000000003
00000000000000000056,0000000000000000000m,00000000000000000056,00000000000000000056,00000000000000000056,22,00000000000000000056,00000000000000000056,00000000000000000026
000000000000000000h8,0000000000000000000n,000000000000000000h8,000000000000000000h8,000000000000000000h8,23,000000000000000000h8,000000000000000000h8,0000000000000000000a
000000000000000000ap,0000000000000000000g,000000000000000000ap,000000000000000000ap,000000000000000000ap,16,000000000000000000ap,000000000000000000ap,0000000000000000002t
000000000000000000ba,0000000000000000000b,000000000000000000ba,000000000000000000ba,000000000000000000ba,11,000000000000000000ba,000000000000000000ba,0000000000000000003x
000000000000000000cy,0000000000000000000y,000000000000000000cy,000000000000000000cy,000000000000000000cy,34,000000000000000000cy,000000000000000000cy,00000000000000000034
00000000000000000008,00000000000000000010,00000000000000000008,00000000000000000008,00000000000000000008,36,00000000000000000008,00000000000000000008,00000000000000000011
0000000000000000005s,0000000000000000001e,0000000000000000005s,0000000000000000005s,0000000000000000005s,50,0000000000000000005s,0000000000000000005s,0000000000000000001z
000000000000000000a3,0000000000000000001b,000000000000000000a3,000000000000000000a3,000000000000000000a3,47,000000000000000000a3,000000000000000000a3,00000000000000000027
0000000000000000009x,0000000000000000000q,0000000000000000009x,0000000000000000009x,0000000000000000009x,26,0000000000000000009x,0000000000000000009x,00000000000000000010
0000000000000000005l,0000000000000000000u,0000000000000000005l,0000000000000000005l,0000000000000000005l,30,0000000000000000005l,0000000000000000005l,0000000000000000003c
00000000000000000051,00000000000000000008,00000000000000000051,00000000000000000051,00000000000000000051,8,00000000000000000051,00000000000000000051,0000000000000000002l
0000000000000000007f,0000000000000000000h,0000000000000000007f,0000000000000000007f,0000000000000000007f,17,0000000000000000007f,0000000000000000007f,00000000000000000004
0000000000000000007o,0000000000000000000i,0000000000000000007o,0000000000000000007o,0000000000000000007o,18,0000000000000000007o,0000000000000000007o,0000000000000000002w
00000000000000000035,0000000000000000000p,00000000000000000035,00000000000000000035,00000000000000000035,25,00000000000000000035,00000000000000000035,0000000000000000003u
000000000000000000ag,0000000000000000000d,000000000000000000ag,000000000000000000ag,000000000000000000ag,13,000000000000000000ag,000000000000000000ag,0000000000000000003p
000000000000000000hn,0000000000000000000v,000000000000000000hn,000000000000000000hn,000000000000000000hn,31,000000000000000000hn,000000000000000000hn,0000000000000000002z
000000000000000000a6,0000000000000000000f,000000000000000000a6,000000000000000000a6,000000000000000000a6,15,000000000000000000a6,000000000000000000a6,0000000000000000001c
000000000000000000c3,00000000000000000004,000000000000000000c3,000000000000000000c3,000000000000000000c3,4,000000000000000000c3,000000000000000000c3,0000000000000000003g
0000000000000000005v,0000000000000000000s,0000000000000000005v,0000000000000000005v,0000000000000000005v,28,0000000000000000005v,0000000000000000005v,00000000000000000025
000000000000000000c9,00000000000000000009,000000000000000000c9,000000000000000000c9,000000000000000000c9,9,000000000000000000c9,000000000000000000c9,0000000000000000003q
000000000000000000a7,00000000000000000011,000000000000000000a7,000000000000000000a7,000000000000000000a7,37,000000000000000000a7,000000000000000000a7,0000000000000000003v
000000000000000000ct,00000000000000000002,000000000000000000ct,000000000000000000ct,000000000000000000ct,2,000000000000000000ct,000000000000000000ct,0000000000000000003j
0000000000000000007e,0000000000000000000e,0000000000000000007e,0000000000000000007e,0000000000000000007e,14,0000000000000000007e,0000000000000000007e,0000000000000000002f
0000000000000000005y,0000000000000000001c,0000000000000000005y,0000000000000000005y,0000000000000000005y,48,0000000000000000005y,0000000000000000005y,0000000000000000001h
000000000000000000ef,0000000000000000000x,000000000000000000ef,000000000000000000ef,000000000000000000ef,33,000000000000000000ef,000000000000000000ef,0000000000000000001s
000000000000000000ah,0000000000000000000t,000000000000000000ah,000000000000000000ah,000000000000000000ah,29,000000000000000000ah,000000000000000000ah,0000000000000000003a
000000000000000000g8,00000000000000000001,000000000000000000g8,000000000000000000g8,000000000000000000g8,1,000000000000000000g8,000000000000000000g8,00000000000000000015
0000000000000000001d,00000000000000000007,0000000000000000001d,0000000000000000001d,0000000000000000001d,7,0000000000000000001d,0000000000000000001d,0000000000000000001l
0000000000000000007d,0000000000000000001d,0000000000000000007d,0000000000000000007d,0000000000000000007d,49,0000000000000000007d,0000000000000000007d,0000000000000000000z
000000000000000000f7,00000000000000000014,000000000000000000f7,000000000000000000f7,000000000000000000f7,40,000000000000000000f7,000000000000000000f7,0000000000000000000x
0000000000000000002o,00000000000000000015,0000000000000000002o,0000000000000000002o,0000000000000000002o,41,0000000000000000002o,0000000000000000002o,00000000000000000032
000000000000000000da,0000000000000000000o,000000000000000000da,000000000000000000da,000000000000000000da,24,000000000000000000da,000000000000000000da,00000000000000000038
0000000000000000008w,0000000000000000000k,0000000000000000008w,0000000000000000008w,0000000000000000008w,20,0000000000000000008w,0000000000000000008w,0000000000000000002u
0000000000000000006w,00000000000000000013,0000000000000000006w,0000000000000000006w,0000000000000000006w,39,0000000000000000006w,0000000000000000006w,0000000000000000003h
000000000000000000ay,00000000000000000019,000000000000000000ay,000000000000000000ay,000000000000000000ay,45,000000000000000000ay,000000000000000000ay,0000000000000000003i
0000000000000000004a,0000000000000000000c,0000000000000000004a,0000000000000000004a,0000000000000000004a,12,0000000000000000004a,0000000000000000004a,00000000000000000024
0000000000000000004x,0000000000000000000r,0000000000000000004x,0000000000000000004x,0000000000000000004x,27,0000000000000000004x,0000000000000000004x,0000000000000000000e
000000000000000000fq,0000000000000000000a,000000000000000000fq,000000000000000000fq,000000000000000000fq,10,000000000000000000fq,000000000000000000fq,00000000000000000018
000000000000000000ge,00000000000000000006,000000000000000000ge,000000000000000000ge,000000000000000000ge,6,000000000000000000ge,000000000000000000ge,0000000000000000003r
0000000000000000005p,00000000000000000016,0000000000000000005p,0000000000000000005p,0000000000000000005p,42,0000000000000000005p,0000000000000000005p,0000000000000000003s
0000000000000000007x,00000000000000000012,0000000000000000007x,0000000000000000007x,0000000000000000007x,38,0000000000000000007x,0000000000000000007x,00000000000000000039
0000000000000000009n,00000000000000000018,0000000000000000009n,0000000000000000009n,0000000000000000009n,44,0000000000000000009n,0000000000000000009n,0000000000000000000f
000000000000000000dg,00000000000000000005,000000000000000000dg,000000000000000000dg,000000000000000000dg,5,000000000000000000dg,000000000000000000dg,0000000000000000001e
000000000000000000d8,0000000000000000000z,000000000000000000d8,000000000000000000d8,000000000000000000d8,35,000000000000000000d8,000000000000000000d8,0000000000000000000d
0000000000000000007g,00000000000000000017,0000000000000000007g,0000000000000000007g,0000000000000000007g,43,0000000000000000007g,0000000000000000007g,00000000000000000045
000000000000000000fh,00000000000000000003,000000000000000000fh,000000000000000000fh,000000000000000000fh,3,000000000000000000fh,000000000000000000fh,0000000000000000002e
0000000000000000009w,0000000000000000000l,0000000000000000009w,0000000000000000009w,0000000000000000009w,21,0000000000000000009w,0000000000000000009w,0000000000000000001i
0000000000000000004v,0000000000000000001a,0000000000000000004v,0000000000000000004v,0000000000000000004v,46,0000000000000000004v,0000000000000000004v,00000000000000000006
000000000000000000ea,0000000000000000000j,000000000000000000ea,000000000000000000ea,000000000000000000ea,19,000000000000000000ea,000000000000000000ea,0000000000000000000k
0000000000000000006v,0000000000000000000w,0000000000000000006v,0000000000000000006v,0000000000000000006v,32,0000000000000000006v,0000000000000000006v,00000000000000000022
000000000000000000a8,0000000000000000000m,000000000000000000a8,000000000000000000a8,000000000000000000a8,22,000000000000000000a8,000000000000000000a8,0000000000000000000n
000000000000000000dj,0000000000000000000n,000000000000000000dj,000000000000000000dj,000000000000000000dj,23,000000000000000000dj,000000000000000000dj,0000000000000000003y
000000000000000000fe,0000000000000000000g,000000000000000000fe,000000000000000000fe,000000000000000000fe,16,000000000000000000fe,000000000000000000fe,0000000000000000003t
0000000000000000007q,0000000000000000000b,0000000000000000007q,0000000000000000007q,0000000000000000007q,11,0000000000000000007q,0000000000000000007q,00000000000000000020
0000000000000000004l,0000000000000000000y,0000000000000000004l,0000000000000000004l,0000000000000000004l,34,0000000000000000004l,0000000000000000004l,00000000000000000008
00000000000000000072,00000000000000000010,00000000000000000072,00000000000000000072,00000000000000000072,36,00000000000000000072,00000000000000000072,00000000000000000035
