route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible
0000000000000000001v,00000000000000000019,000000000000000001ch,000000000000000000cf,0000000000000000003e,0,000000000000000001ch,000000000000000000az,1
0000000000000000002h,00000000000000000013,0000000000000000002o,000000000000000000dd,00000000000000000041,6,0000000000000000002o,00000000000000000050,7
0000000000000000002k,00000000000000000005,00000000000000000202,000000000000000000b2,00000000000000000043,39,00000000000000000202,000000000000000000go,20
0000000000000000003e,0000000000000000002p,000000000000000000cs,00000000000000000076,00000000000000000080,23,000000000000000000cs,000000000000000000cx,12
00000000000000000041,0000000000000000001k,0000000000000000003w,0000000000000000004i,000000000000000000bt,19,0000000000000000003w,000000000000000000f1,10
00000000000000000043,0000000000000000000i,000000000000000000xv,0000000000000000004w,0000000000000000004t,38,000000000000000000xv,000000000000000000cq,6
0000000000000000004t,0000000000000000001o,000000000000000001g0,000000000000000000aq,000000000000000000cu,11,000000000000000001g0,00000000000000000006,5
0000000000000000000w,00000000000000000002,000000000000000000ab,000000000000000000a5,0000000000000000000w,26,000000000000000000ab,0000000000000000004c,3
0000000000000000001n,0000000000000000001g,000000000000000001g3,000000000000000000bd,000000000000000000cb,9,000000000000000001g3,0000000000000000000k,19
0000000000000000002n,0000000000000000001x,000000000000000000f8,0000000000000000000i,000000000000000000bn,5,000000000000000000f8,000000000000000000eg,16
0000000000000000001j,0000000000000000002m,000000000000000001s7,000000000000000000d0,0000000000000000001n,37,000000000000000001s7,000000000000000000b7,11
0000000000000000001m,0000000000000000000o,000000000000000000qm,0000000000000000001o,0000000000000000002n,4,000000000000000000qm,000000000000000000as,8
0000000000000000005g,00000000000000000028,000000000000000001wj,0000000000000000005k,000000000000000000ck,34,000000000000000001wj,0000000000000000004j,17
0000000000000000001f,0000000000000000001q,00000000000000000191,0000000000000000004b,000000000000000000cn,2,00000000000000000191,0000000000000000005m,18
0000000000000000004q,0000000000000000001v,000000000000000001pz,000000000000000000dl,000000000000000000cr,20,000000000000000001pz,0000000000000000005r,13
0000000000000000006u,0000000000000000002h,0000000000000000016q,00000000000000000002,000000000000000000bx,18,0000000000000000016q,0000000000000000009d,15
0000000000000000003n,0000000000000000002k,000000000000000000iv,0000000000000000001g,0000000000000000001j,31,000000000000000000iv,0000000000000000007u,4
0000000000000000001r,0000000000000000000w,0000000000000000000x,0000000000000000009j,000000000000000000bp,21,0000000000000000000x,0000000000000000007h,9
0000000000000000005u,0000000000000000001n,000000000000000001i3,0000000000000000008v,0000000000000000001m,22,000000000000000001i3,00000000000000000068,2
00000000000000000012,0000000000000000002n,00000000000000000135,00000000000000000066,0000000000000000008u,15,00000000000000000135,00000000000000000022,14
0000000000000000005i,0000000000000000001j,00000000000000000103,0000000000000000001x,0000000000000000005g,10,00000000000000000103,000000000000000000g7,1
0000000000000000002v,0000000000000000001m,000000000000000000jh,0000000000000000006e,0000000000000000001f,33,000000000000000000jh,0000000000000000000n,7
00000000000000000007,0000000000000000001f,0000000000000000010z,0000000000000000002m,0000000000000000008t,35,0000000000000000010z,000000000000000000gm,20
00000000000000000052,0000000000000000001r,000000000000000001ti,000000000000000000bu,0000000000000000004q,25,000000000000000001ti,000000000000000000bh,12
0000000000000000000m,00000000000000000012,000000000000000001wa,000000000000000000bf,000000000000000000ao,29,000000000000000001wa,0000000000000000003y,10
00000000000000000069,00000000000000000007,0000000000000000008p,000000000000000000a1,0000000000000000007j,7,0000000000000000008p,0000000000000000003t,6
0000000000000000001w,0000000000000000000m,000000000000000000q1,0000000000000000008h,0000000000000000006u,16,000000000000000000q1,000000000000000000ev,5
0000000000000000005f,0000000000000000001w,000000000000000001ut,0000000000000000009k,0000000000000000009i,17,000000000000000001ut,000000000000000000c6,3
0000000000000000000p,0000000000000000000p,000000000000000001dx,000000000000000000d6,0000000000000000003n,24,000000000000000001dx,00000000000000000081,19
0000000000000000004p,0000000000000000002c,000000000000000000ra,00000000000000000060,000000000000000000aj,12,000000000000000000ra,000000000000000000cj,16
0000000000000000006b,00000000000000000017,000000000000000000uk,000000000000000000am,0000000000000000001r,30,000000000000000000uk,000000000000000000hf,11
0000000000000000002c,0000000000000000000r,000000000000000001qy,00000000000000000042,0000000000000000005u,14,000000000000000001qy,0000000000000000004e,8
0000000000000000004m,0000000000000000002i,000000000000000001vi,0000000000000000005t,000000000000000000bj,3,000000000000000001vi,00000000000000000020,17
00000000000000000061,00000000000000000003,000000000000000001fu,000000000000000000at,00000000000000000012,27,000000000000000001fu,0000000000000000006o,18
0000000000000000006r,00000000000000000026,0000000000000000000h,0000000000000000000o,000000000000000000cv,8,0000000000000000000h,00000000000000000056,13
00000000000000000017,0000000000000000000a,000000000000000000rv,00000000000000000028,0000000000000000005i,36,000000000000000000rv,000000000000000000h8,15
00000000000000000031,00000000000000000011,000000000000000000sy,0000000000000000001q,0000000000000000002v,1,000000000000000000sy,000000000000000000ap,4
0000000000000000000r,0000000000000000001z,0000000000000000013w,0000000000000000009f,00000000000000000007,13,0000000000000000013w,000000000000000000ba,9
0000000000000000002i,00000000000000000027,000000000000000001e4,0000000000000000003d,00000000000000000052,32,000000000000000001e4,000000000000000000cy,2
0000000000000000006d,00000000000000000010,000000000000000000ea,0000000000000000003b,0000000000000000008e,28,000000000000000000ea,00000000000000000008,14
00000000000000000003,0000000000000000002l,0000000000000000008h,0000000000000000001v,0000000000000000009a,0,0000000000000000008h,0000000000000000005s,1
00000000000000000026,00000000000000000004,000000000000000000qr,0000000000000000002h,0000000000000000000m,6,000000000000000000qr,000000000000000000a3,7
0000000000000000000a,0000000000000000001c,00000000000000000199,00000000000000000088,00000000000000000069,39,00000000000000000199,0000000000000000009x,20
00000000000000000078,00000000000000000025,0000000000000000000g,0000000000000000008q,00000000000000000095,23,0000000000000000000g,0000000000000000005l,12
0000000000000000005e,0000000000000000002f,000000000000000000q8,0000000000000000002k,000000000000000000bs,19,000000000000000000q8,00000000000000000051,10
0000000000000000002t,0000000000000000001h,000000000000000001ny,000000000000000000ae,0000000000000000001w,38,000000000000000001ny,0000000000000000007f,6
0000000000000000003x,0000000000000000001s,000000000000000001fz,0000000000000000003e,0000000000000000005f,11,000000000000000001fz,0000000000000000007o,5
00000000000000000034,00000000000000000015,0000000000000000008o,00000000000000000041,0000000000000000000p,26,0000000000000000008o,00000000000000000035,3
00000000000000000011,0000000000000000001l,000000000000000001l1,00000000000000000043,00000000000000000094,9,000000000000000001l1,000000000000000000ag,19
0000000000000000001z,0000000000000000000z,000000000000000000sz,000000000000000000dm,000000000000000000co,5,000000000000000000sz,000000000000000000hn,16
00000000000000000063,0000000000000000000x,0000000000000000015j,00000000000000000080,0000000000000000004p,37,0000000000000000015j,000000000000000000a6,11
00000000000000000027,00000000000000000024,000000000000000000cn,000000000000000000bt,0000000000000000009y,4,000000000000000000cn,000000000000000000c3,8
00000000000000000010,0000000000000000000e,000000000000000001lr,0000000000000000004t,0000000000000000006b,34,000000000000000001lr,0000000000000000005v,17
0000000000000000003c,00000000000000000018,000000000000000001zl,000000000000000000cu,0000000000000000002c,2,000000000000000001zl,000000000000000000c9,18
0000000000000000002l,0000000000000000000f,000000000000000001hu,0000000000000000000w,0000000000000000004m,20,000000000000000001hu,000000000000000000a7,13
0000000000000000005n,0000000000000000001e,0000000000000000014k,000000000000000000cb,0000000000000000007s,18,0000000000000000014k,000000000000000000ct,15
0000000000000000006h,0000000000000000000d,000000000000000001dh,000000000000000000bn,00000000000000000061,31,000000000000000001dh,0000000000000000007e,4
00000000000000000004,0000000000000000002e,000000000000000000ax,0000000000000000001n,000000000000000000ar,21,000000000000000000ax,0000000000000000005y,9
0000000000000000002w,0000000000000000001i,000000000000000001bs,0000000000000000002n,0000000000000000007t,22,000000000000000001bs,000000000000000000ef,2
0000000000000000003u,00000000000000000006,00000000000000000136,000000000000000000ck,0000000000000000006r,15,00000000000000000136,000000000000000000ah,14
00000000000000000058,0000000000000000000k,000000000000000001eo,000000000000000000dr,0000000000000000007c,10,000000000000000001eo,000000000000000000g8,1
00000000000000000053,00000000000000000022,000000000000000000tr,000000000000000000cn,00000000000000000017,33,000000000000000000tr,0000000000000000001d,7
0000000000000000003p,0000000000000000000n,000000000000000000b9,000000000000000000cr,00000000000000000031,35,000000000000000000b9,0000000000000000007d,20
0000000000000000002z,00000000000000000020,0000000000000000008n,000000000000000000bx,0000000000000000000r,25,0000000000000000008n,000000000000000000f7,12
0000000000000000001c,00000000000000000008,000000000000000001ez,0000000000000000001j,0000000000000000002i,29,000000000000000001ez,0000000000000000002o,10
0000000000000000006n,0000000000000000001d,000000000000000000lm,000000000000000000bp,0000000000000000008y,7,000000000000000000lm,000000000000000000da,6
0000000000000000004g,0000000000000000002o,000000000000000001tl,0000000000000000001m,0000000000000000008c,16,000000000000000001tl,0000000000000000008w,5
0000000000000000003g,0000000000000000000h,000000000000000000hf,000000000000000000dv,0000000000000000006d,17,000000000000000000hf,0000000000000000006w,3
0000000000000000005h,0000000000000000002a,000000000000000000th,0000000000000000008u,000000000000000000bv,24,000000000000000000th,000000000000000000ay,19
00000000000000000025,0000000000000000000l,000000000000000001z1,0000000000000000005g,00000000000000000003,12,000000000000000001z1,0000000000000000004a,16
0000000000000000006q,0000000000000000001y,000000000000000000l2,0000000000000000001f,00000000000000000026,30,000000000000000000l2,0000000000000000004x,11
0000000000000000006m,0000000000000000001u,000000000000000000s0,0000000000000000008t,0000000000000000000a,14,000000000000000000s0,000000000000000000fq,8
0000000000000000003q,00000000000000000023,0000000000000000014u,0000000000000000004q,00000000000000000078,3,0000000000000000014u,000000000000000000ge,17
0000000000000000004y,0000000000000000001t,000000000000000000hg,000000000000000000ao,0000000000000000005e,27,000000000000000000hg,0000000000000000005p,18
00000000000000000075,0000000000000000000s,0000000000000000001g,0000000000000000007j,00000000000000000099,8,0000000000000000001g,0000000000000000007x,13
00000000000000000054,00000000000000000029,000000000000000000om,0000000000000000006u,0000000000000000002t,36,000000000000000000om,0000000000000000009n,15
0000000000000000003v,0000000000000000002g,000000000000000001q7,0000000000000000009i,0000000000000000009l,1,000000000000000001q7,000000000000000000dg,4
0000000000000000003j,00000000000000000009,000000000000000001ju,0000000000000000003n,0000000000000000003x,13,000000000000000001ju,000000000000000000d8,9
0000000000000000002f,0000000000000000000u,000000000000000001h9,000000000000000000aj,000000000000000000d2,32,000000000000000001h9,0000000000000000007g,2
0000000000000000006s,0000000000000000002s,000000000000000001n2,0000000000000000001r,00000000000000000034,28,000000000000000001n2,000000000000000000fh,14
00000000000000000073,00000000000000000001,0000000000000000008z,0000000000000000005u,00000000000000000011,0,0000000000000000008z,0000000000000000009w,1
0000000000000000001h,0000000000000000000q,000000000000000000s6,000000000000000000bj,0000000000000000008b,6,000000000000000000s6,0000000000000000004v,7
00000000000000000065,0000000000000000001b,000000000000000000oo,00000000000000000012,00000000000000000090,39,000000000000000000oo,000000000000000000ea,20
0000000000000000001s,00000000000000000021,000000000000000001th,000000000000000000cv,0000000000000000009s,23,000000000000000001th,0000000000000000006v,12
0000000000000000003a,0000000000000000000c,0000000000000000013p,0000000000000000005i,0000000000000000001z,19,0000000000000000013p,000000000000000000a8,10
00000000000000000015,00000000000000000014,000000000000000000o6,0000000000000000002v,00000000000000000063,38,000000000000000000o6,000000000000000000dj,6
0000000000000000001l,0000000000000000000v,000000000000000000zz,00000000000000000007,00000000000000000027,11,000000000000000000zz,000000000000000000fe,5
0000000000000000005a,0000000000000000001a,000000000000000001ab,00000000000000000052,00000000000000000010,26,000000000000000001ab,0000000000000000007q,3
0000000000000000000z,0000000000000000001p,000000000000000000pu,0000000000000000008e,0000000000000000003c,9,000000000000000000pu,0000000000000000004l,19
0000000000000000000x,0000000000000000000g,0000000000000000006j,0000000000000000009a,0000000000000000002l,5,0000000000000000006j,00000000000000000072,16
00000000000000000032,0000000000000000000t,0000000000000000008g,0000000000000000000m,000000000000000000b4,37,0000000000000000008g,000000000000000000fa,11
00000000000000000038,0000000000000000002q,0000000000000000016v,00000000000000000069,0000000000000000008m,4,0000000000000000016v,0000000000000000004u,8
0000000000000000002u,0000000000000000002d,000000000000000000r2,00000000000000000095,0000000000000000005n,34,000000000000000000r2,000000000000000000dk,17
0000000000000000003h,0000000000000000000j,000000000000000000py,000000000000000000de,0000000000000000006h,2,000000000000000000py,000000000000000000g4,18
00000000000000000067,0000000000000000002r,000000000000000001p0,000000000000000000bs,00000000000000000004,20,000000000000000001p0,000000000000000000gc,13
0000000000000000003i,0000000000000000002j,000000000000000000r7,0000000000000000001w,0000000000000000002w,18,000000000000000000r7,00000000000000000049,15
0000000000000000006x,0000000000000000000b,000000000000000000wa,0000000000000000005f,0000000000000000009b,31,000000000000000000wa,000000000000000000e6,4
00000000000000000024,0000000000000000000y,000000000000000001m6,0000000000000000000p,000000000000000000cc,21,000000000000000001m6,0000000000000000003z,9
0000000000000000005q,00000000000000000016,000000000000000000fc,000000000000000000dh,000000000000000000cd,22,000000000000000000fc,000000000000000000hd,2
0000000000000000000e,0000000000000000002b,000000000000000001yr,00000000000000000094,000000000000000000d3,15,000000000000000001yr,0000000000000000002y,14
0000000000000000005z,00000000000000000019,0000000000000000004o,000000000000000000co,0000000000000000003u,10,0000000000000000004o,0000000000000000000h,1
00000000000000000018,00000000000000000013,000000000000000000md,0000000000000000004p,000000000000000000cs,33,000000000000000000md,000000000000000000ca,7
0000000000000000003r,00000000000000000005,0000000000000000006t,0000000000000000009y,00000000000000000058,35,0000000000000000006t,000000000000000000ax,20
0000000000000000003s,0000000000000000002p,000000000000000001qi,0000000000000000006b,00000000000000000053,25,000000000000000001qi,0000000000000000003k,12
00000000000000000039,0000000000000000001k,000000000000000000l1,0000000000000000002c,000000000000000000c0,29,000000000000000000l1,0000000000000000008d,10
0000000000000000000f,0000000000000000000i,000000000000000000qn,0000000000000000004m,0000000000000000003p,7,000000000000000000qn,00000000000000000059,6
0000000000000000001e,0000000000000000001o,000000000000000000j3,0000000000000000007s,000000000000000000bz,16,000000000000000000j3,000000000000000000hi,5
0000000000000000000d,00000000000000000002,000000000000000000e1,00000000000000000061,0000000000000000002z,17,000000000000000000e1,0000000000000000006k,3
0000000000000000004o,0000000000000000001g,000000000000000001kp,000000000000000000ar,00000000000000000084,24,000000000000000001kp,0000000000000000002a,19
00000000000000000055,0000000000000000001x,0000000000000000009b,0000000000000000007t,000000000000000000bm,12,0000000000000000009b,00000000000000000036,16
00000000000000000045,0000000000000000002m,0000000000000000004p,0000000000000000006r,0000000000000000001c,30,0000000000000000004p,000000000000000000ak,11
0000000000000000002e,0000000000000000000o,0000000000000000016h,0000000000000000007c,0000000000000000006n,14,0000000000000000016h,000000000000000000gi,8
00000000000000000062,00000000000000000028,00000000000000000044,00000000000000000017,0000000000000000004g,3,00000000000000000044,0000000000000000008l,17
0000000000000000001i,0000000000000000001q,000000000000000001gy,00000000000000000031,0000000000000000003g,27,000000000000000001gy,0000000000000000000l,18
00000000000000000050,0000000000000000001v,000000000000000001u1,0000000000000000000r,0000000000000000005h,8,000000000000000001u1,000000000000000000f6,13
00000000000000000006,0000000000000000002h,00000000000000000041,0000000000000000002i,00000000000000000025,36,00000000000000000041,0000000000000000001y,15
0000000000000000004c,0000000000000000002k,0000000000000000004b,0000000000000000008y,0000000000000000007v,1,0000000000000000004b,0000000000000000009p,4
0000000000000000000k,0000000000000000000w,00000000000000000152,0000000000000000008c,00000000000000000087,13,00000000000000000152,0000000000000000008p,9
0000000000000000004j,0000000000000000001n,0000000000000000010o,0000000000000000006d,000000000000000000d7,32,0000000000000000010o,0000000000000000001u,2
0000000000000000005m,0000000000000000002n,000000000000000001bf,000000000000000000bv,0000000000000000006q,28,000000000000000001bf,00000000000000000064,14
0000000000000000005r,0000000000000000001j,000000000000000000hv,00000000000000000003,0000000000000000006m,0,000000000000000000hv,000000000000000000b1,1
00000000000000000068,0000000000000000001m,000000000000000001hh,00000000000000000026,0000000000000000003q,6,000000000000000001hh,0000000000000000006g,7
00000000000000000022,0000000000000000001f,000000000000000000rg,0000000000000000000a,000000000000000000cp,39,000000000000000000rg,000000000000000000c5,20
0000000000000000000n,0000000000000000001r,000000000000000001xt,00000000000000000078,0000000000000000004y,23,000000000000000001xt,0000000000000000007b,12
0000000000000000003y,00000000000000000012,0000000000000000019f,0000000000000000005e,00000000000000000075,19,0000000000000000019f,0000000000000000005o,10
0000000000000000003t,00000000000000000007,000000000000000000a6,00000000000000000099,00000000000000000054,38,000000000000000000a6,00000000000000000077,6
0000000000000000004e,0000000000000000000m,0000000000000000017w,0000000000000000002t,0000000000000000007p,11,0000000000000000017w,000000000000000000en,5
00000000000000000020,0000000000000000001w,000000000000000001ev,0000000000000000009l,0000000000000000003v,26,000000000000000001ev,000000000000000000g9,3
0000000000000000006o,0000000000000000000p,0000000000000000009p,0000000000000000003x,0000000000000000003j,9,0000000000000000009p,00000000000000000023,19
00000000000000000056,0000000000000000002c,000000000000000000g1,000000000000000000d2,0000000000000000007n,5,000000000000000000g1,0000000000000000006y,16
00000000000000000008,00000000000000000017,000000000000000000lx,00000000000000000034,0000000000000000002f,37,000000000000000000lx,000000000000000000ce,11
0000000000000000005s,0000000000000000000r,000000000000000000iw,00000000000000000011,0000000000000000006s,4,000000000000000000iw,000000000000000000dt,8
0000000000000000005l,0000000000000000002i,0000000000000000002k,0000000000000000008b,00000000000000000082,34,0000000000000000002k,0000000000000000009z,17
00000000000000000051,00000000000000000003,0000000000000000000s,00000000000000000090,000000000000000000d9,2,0000000000000000000s,00000000000000000071,18
00000000000000000035,00000000000000000026,0000000000000000019w,0000000000000000009s,00000000000000000086,20,0000000000000000019w,000000000000000000ek,13
0000000000000000005v,0000000000000000000a,000000000000000001e2,0000000000000000001z,00000000000000000073,18,000000000000000001e2,000000000000000000e3,15
0000000000000000005y,00000000000000000011,000000000000000000af,00000000000000000063,000000000000000000db,31,000000000000000000af,0000000000000000001t,4
0000000000000000001d,0000000000000000001z,000000000000000001mn,00000000000000000027,0000000000000000009m,21,000000000000000001mn,000000000000000000fd,9
0000000000000000002o,00000000000000000027,000000000000000001du,00000000000000000010,0000000000000000001h,22,000000000000000001du,00000000000000000070,2
0000000000000000006w,00000000000000000010,000000000000000000f6,0000000000000000003c,000000000000000000a9,15,000000000000000000f6,000000000000000000du,14
0000000000000000004a,0000000000000000002l,000000000000000001ox,0000000000000000002l,00000000000000000065,10,000000000000000001ox,00000000000000000048,1
0000000000000000004x,00000000000000000004,000000000000000000ub,000000000000000000b4,0000000000000000001s,33,000000000000000000ub,000000000000000000bg,7
0000000000000000005p,0000000000000000001c,000000000000000001co,0000000000000000008m,000000000000000000c7,35,000000000000000001co,000000000000000000ha,20
0000000000000000004v,00000000000000000025,000000000000000001s5,0000000000000000005n,0000000000000000008r,25,000000000000000001s5,0000000000000000000s,12
0000000000000000006v,0000000000000000002f,000000000000000001js,0000000000000000006h,0000000000000000003a,29,000000000000000001js,0000000000000000005j,10
0000000000000000004l,0000000000000000001h,000000000000000001yz,00000000000000000004,00000000000000000015,7,000000000000000001yz,0000000000000000003l,6
00000000000000000072,0000000000000000001s,000000000000000000hs,0000000000000000002w,0000000000000000001l,16,000000000000000000hs,00000000000000000093,5
0000000000000000004u,00000000000000000015,000000000000000000h3,0000000000000000009b,000000000000000000d5,17,000000000000000000h3,000000000000000000by,3
00000000000000000049,0000000000000000001l,000000000000000001b4,000000000000000000cc,0000000000000000005a,24,000000000000000001b4,00000000000000000029,19
0000000000000000003z,0000000000000000000z,000000000000000001wp,000000000000000000cd,00000000000000000089,12,000000000000000001wp,0000000000000000002g,16
0000000000000000002y,0000000000000000000x,000000000000000001x9,000000000000000000d3,0000000000000000007l,30,000000000000000001x9,0000000000000000007i,11
0000000000000000000h,00000000000000000024,000000000000000001lc,0000000000000000003u,0000000000000000000z,14,000000000000000001lc,0000000000000000005d,8
0000000000000000003k,0000000000000000000e,000000000000000001b0,000000000000000000cs,000000000000000000cl,3,000000000000000001b0,0000000000000000008j,17
00000000000000000059,00000000000000000018,000000000000000000dd,00000000000000000058,0000000000000000000x,27,000000000000000000dd,0000000000000000007k,18
0000000000000000006k,0000000000000000000f,000000000000000000x3,00000000000000000053,00000000000000000032,8,000000000000000000x3,00000000000000000009,13
0000000000000000002a,0000000000000000001e,00000000000000000064,000000000000000000c0,00000000000000000038,36,00000000000000000064,0000000000000000006i,15
00000000000000000036,0000000000000000000d,000000000000000001db,0000000000000000003p,000000000000000000aw,1,000000000000000001db,0000000000000000000u,4
0000000000000000000l,0000000000000000002e,000000000000000000di,000000000000000000bz,0000000000000000002u,13,000000000000000000di,0000000000000000002s,9
0000000000000000001y,0000000000000000001i,000000000000000000g7,0000000000000000002z,0000000000000000009g,32,000000000000000000g7,000000000000000000g6,2
0000000000000000001u,00000000000000000006,000000000000000001p6,00000000000000000084,0000000000000000003h,28,000000000000000001p6,0000000000000000008f,14
00000000000000000064,0000000000000000000k,000000000000000000tn,000000000000000000bm,00000000000000000067,0,000000000000000000tn,00000000000000000001,1
0000000000000000006g,00000000000000000022,0000000000000000019a,0000000000000000001c,000000000000000000bb,6,0000000000000000019a,0000000000000000000q,7
0000000000000000005o,0000000000000000000n,0000000000000000001p,0000000000000000006n,0000000000000000007a,39,0000000000000000001p,000000000000000000br,20
00000000000000000077,00000000000000000020,000000000000000001oy,0000000000000000004g,0000000000000000003i,23,000000000000000001oy,000000000000000000b5,12
00000000000000000023,00000000000000000008,000000000000000001it,0000000000000000003g,0000000000000000006x,19,000000000000000001it,0000000000000000009c,10
0000000000000000006y,0000000000000000001d,000000000000000000ie,0000000000000000005h,000000000000000000bo,38,000000000000000000ie,00000000000000000033,6
00000000000000000071,0000000000000000002o,000000000000000001by,00000000000000000025,000000000000000000av,11,000000000000000001by,000000000000000000aa,5
0000000000000000001t,0000000000000000000h,000000000000000001d0,0000000000000000007v,00000000000000000024,26,000000000000000001d0,000000000000000000ez,3
00000000000000000070,0000000000000000002a,000000000000000001vl,00000000000000000087,000000000000000000b0,9,000000000000000001vl,00000000000000000037,19
00000000000000000048,0000000000000000000l,000000000000000000uj,000000000000000000d7,0000000000000000005q,5,000000000000000000uj,0000000000000000001b,16
0000000000000000000s,0000000000000000001y,000000000000000001v0,0000000000000000006q,0000000000000000008n,37,000000000000000001v0,0000000000000000005x,11
0000000000000000005j,0000000000000000001u,000000000000000001pe,0000000000000000006m,0000000000000000000e,4,000000000000000001pe,000000000000000000dp,8
0000000000000000003l,00000000000000000023,0000000000000000008b,0000000000000000003q,000000000000000000a4,34,0000000000000000008b,0000000000000000008a,17
00000000000000000029,0000000000000000001t,0000000000000000002j,000000000000000000cp,000000000000000000an,2,0000000000000000002j,0000000000000000004s,18
0000000000000000002g,0000000000000000000s,000000000000000001ud,0000000000000000004y,0000000000000000005z,20,000000000000000001ud,000000000000000000c4,13
0000000000000000005d,00000000000000000029,000000000000000000np,00000000000000000075,00000000000000000018,18,000000000000000000np,0000000000000000006l,15
00000000000000000009,0000000000000000002g,00000000000000000084,00000000000000000054,0000000000000000003r,31,00000000000000000084,00000000000000000030,4
0000000000000000006i,00000000000000000009,000000000000000000mz,0000000000000000007p,000000000000000000ci,21,000000000000000000mz,000000000000000000a0,9
0000000000000000000u,0000000000000000000u,000000000000000000t0,0000000000000000003v,0000000000000000003s,22,000000000000000000t0,0000000000000000007r,2
0000000000000000002s,0000000000000000002s,00000000000000000176,0000000000000000003j,00000000000000000039,15,00000000000000000176,0000000000000000005b,14
00000000000000000001,00000000000000000001,00000000000000000193,0000000000000000007n,0000000000000000000f,10,00000000000000000193,00000000000000000021,1
0000000000000000000q,0000000000000000000q,000000000000000000v0,0000000000000000002f,000000000000000000au,33,000000000000000000v0,000000000000000000gx,7
00000000000000000033,0000000000000000001b,000000000000000001ls,0000000000000000006s,0000000000000000001e,35,000000000000000001ls,0000000000000000000c,20
00000000000000000037,00000000000000000021,0000000000000000009k,00000000000000000082,00000000000000000083,25,0000000000000000009k,0000000000000000008o,12
0000000000000000001b,0000000000000000000c,0000000000000000007u,000000000000000000d9,0000000000000000000d,29,0000000000000000007u,00000000000000000014,10
0000000000000000005x,00000000000000000014,000000000000000000qk,00000000000000000086,0000000000000000009e,7,000000000000000000qk,0000000000000000000v,6
0000000000000000004s,0000000000000000000v,000000000000000001ck,00000000000000000073,000000000000000000cm,16,000000000000000001ck,0000000000000000008z,5
0000000000000000006l,0000000000000000001a,000000000000000000es,000000000000000000db,0000000000000000004o,17,000000000000000000es,00000000000000000092,3
00000000000000000030,0000000000000000001p,0000000000000000011z,0000000000000000009m,00000000000000000098,24,0000000000000000011z,000000000000000000b8,19
0000000000000000005b,0000000000000000000g,000000000000000000gl,0000000000000000001h,000000000000000000c2,12,000000000000000000gl,000000000000000000bi,16
00000000000000000021,0000000000000000000t,00000000000000000029,000000000000000000a9,00000000000000000055,30,00000000000000000029,000000000000000000ab,11
0000000000000000000c,0000000000000000002q,000000000000000001d1,00000000000000000065,0000000000000000009v,14,000000000000000001d1,000000000000000000fp,8
00000000000000000014,0000000000000000002d,000000000000000000a7,0000000000000000001s,00000000000000000045,3,000000000000000000a7,000000000000000000fo,17
0000000000000000000v,0000000000000000000j,0000000000000000019j,000000000000000000c7,000000000000000000d1,27,0000000000000000019j,000000000000000000ey,18
00000000000000000044,0000000000000000002r,00000000000000000121,0000000000000000008r,0000000000000000002e,8,00000000000000000121,000000000000000000cg,13
0000000000000000004d,0000000000000000002j,000000000000000000jv,0000000000000000003a,00000000000000000062,36,000000000000000000jv,000000000000000000f9,15
0000000000000000001a,0000000000000000000b,000000000000000001nx,00000000000000000015,0000000000000000001i,1,000000000000000001nx,00000000000000000044,4
00000000000000000057,0000000000000000000y,000000000000000001nt,0000000000000000001l,000000000000000000az,13,000000000000000001nt,0000000000000000004d,9
0000000000000000001p,00000000000000000016,000000000000000001am,000000000000000000d5,00000000000000000050,32,000000000000000001am,0000000000000000001a,2
0000000000000000006t,0000000000000000002b,000000000000000000tb,0000000000000000005a,000000000000000000cx,28,000000000000000000tb,00000000000000000057,14
00000000000000000040,00000000000000000019,000000000000000001p7,00000000000000000089,000000000000000000cq,0,000000000000000001p7,0000000000000000007z,1
0000000000000000006f,00000000000000000013,000000000000000000qu,0000000000000000007l,00000000000000000006,6,000000000000000000qu,000000000000000000b3,7
0000000000000000000g,00000000000000000005,00000000000000000086,0000000000000000000z,0000000000000000004c,39,00000000000000000086,0000000000000000007w,20
0000000000000000006a,0000000000000000002p,000000000000000001n3,000000000000000000cl,0000000000000000000k,23,000000000000000001n3,0000000000000000008x,12
0000000000000000000t,0000000000000000001k,000000000000000001ff,0000000000000000000x,000000000000000000b7,19,000000000000000001ff,0000000000000000007m,10
0000000000000000004f,0000000000000000000i,000000000000000000gu,00000000000000000032,000000000000000000as,38,000000000000000000gu,0000000000000000001p,6
0000000000000000002q,0000000000000000001o,000000000000000000b6,00000000000000000038,0000000000000000004j,11,000000000000000000b6,000000000000000000g1,5
0000000000000000002d,00000000000000000002,000000000000000001ar,000000000000000000aw,0000000000000000005m,26,000000000000000001ar,000000000000000000g2,3
0000000000000000005c,0000000000000000001g,000000000000000000tq,0000000000000000002u,0000000000000000005r,9,000000000000000000tq,0000000000000000006t,19
0000000000000000003f,0000000000000000001x,000000000000000001le,0000000000000000009g,0000000000000000009d,5,000000000000000001le,0000000000000000008s,16
0000000000000000004r,0000000000000000002m,000000000000000001ea,0000000000000000003h,0000000000000000007u,37,000000000000000001ea,00000000000000000040,11
0000000000000000002x,0000000000000000000o,0000000000000000014e,00000000000000000067,0000000000000000007h,4,0000000000000000014e,000000000000000000dc,8
0000000000000000000j,00000000000000000028,000000000000000001oj,000000000000000000bb,00000000000000000068,34,000000000000000001oj,000000000000000000ac,17
